dataset,method,model,mean,q90,std,raw
fraud,SC,IForest,0.178,0.218,0.03,"[0.18298, 0.19426, 0.10131, 0.20738, 0.22135, 0.16965, 0.13558, 0.16061, 0.20903, 0.1577, 0.14877, 0.18013, 0.14152, 0.13875, 0.20388, 0.19458, 0.17673, 0.22302, 0.1859, 0.17041, 0.19967000000000001, 0.13876, 0.19047, 0.14079, 0.13049, 0.13895, 0.24366000000000002, 0.17562, 0.18369, 0.20769, 0.19536, 0.23384, 0.16097, 0.12404, 0.17351, 0.17478, 0.16204, 0.15538, 0.21966, 0.19323, 0.21512, 0.19321, 0.13652, 0.18938, 0.13247, 0.16186999999999999, 0.24724, 0.24442, 0.16674, 0.15639, 0.16511, 0.207, 0.21549000000000001, 0.21817, 0.17396, 0.16687, 0.1729, 0.21327000000000002, 0.20858, 0.21685, 0.22151, 0.19091, 0.15342, 0.18604, 0.15142, 0.19301, 0.20794, 0.11964, 0.14438, 0.21154, 0.15737, 0.14172, 0.16734, 0.15756, 0.1589, 0.15281, 0.15634, 0.16907, 0.1497, 0.13574, 0.18031, 0.18607, 0.19768, 0.16604, 0.22835, 0.17384, 0.19685, 0.18298, 0.19963, 0.19371, 0.15932, 0.14085, 0.17475, 0.19901, 0.18199, 0.19047, 0.16832, 0.15533, 0.14353, 0.23263999999999999]"
wbc,SC,IForest,0.119,0.355,0.153,"[0, 0.03, 0.11466, 0.44443, 0, 0.21914, 0, 0, 0, 0.3334, 0.04622, 0.04, 0.27488, 0, 0.03, 0.28601, 0.24213, 0, 0.006999999999999999, 0.03788, 0.1635, 0, 0.37836, 0.145, 0.17944, 0.26163000000000003, 0.05071, 0, 0.0325, 0, 0.0375, 0.5431199999999999, 0.152, 0.045, 0, 0.04622, 0.19477999999999998, 0.055, 0.27321, 0.17684, 0.0475, 0.39499, 0.14127, 0, 0, 0.65091, 0.34384, 0, 0.10571, 0.2395, 0.02, 0.5594, 0, 0, 0, 0.045, 0, 0.38785000000000003, 0, 0.0755, 0.12846, 0, 0.0545, 0, 0.04669, 0.0675, 0.1045, 0.223, 0, 0.49577, 0, 0.1375, 0, 0, 0.04, 0.025, 0.16441999999999998, 0.10447, 0, 0.1795, 0, 0.23482999999999998, 0.27914, 0.0375, 0, 0, 0.1333, 0, 0.097, 0, 0, 0, 0.065, 0.035, 0, 0.35749, 0, 0.16555999999999998, 0.50156, 0.35435]"
wbc,SC,LOF,0.13,0.316,0.126,"[0.181, 0.24297999999999997, 0.20750000000000002, 0.2545, 0, 0.045, 0.16979, 0, 0, 0.1585, 0, 0.045, 0.075, 0.21088, 0.121, 0.1845, 0.0425, 0.10250000000000001, 0.11463, 0.24521, 0.17181, 0, 0.39322999999999997, 0.27071, 0.16188, 0, 0, 0, 0.0475, 0, 0, 0.16921, 0.04, 0.30503, 0, 0.256, 0.0675, 0.32871, 0, 0.4257, 0.21661, 0.04, 0.116, 0.17526, 0.167, 0.3808, 0.25426, 0.06392, 0.31497, 0, 0.2155, 0.26734, 0.05, 0.1295, 0.065, 0, 0.053919999999999996, 0, 0.05, 0, 0.18033, 0.15785, 0.020999999999999998, 0.24192, 0, 0.09159, 0.16713, 0, 0.28847, 0.27609, 0.2405, 0.055, 0.10876999999999999, 0, 0, 0.1885, 0.105, 0, 0.11642, 0.10200000000000001, 0, 0.44969, 0.32042, 0.1, 0, 0, 0.32277, 0, 0, 0, 0, 0.045, 0.065, 0.3534, 0, 0.24571, 0.33613, 0.066, 0.49593, 0.24006]"
wbc,SC,PCA,0.097,0.263,0.119,"[0, 0, 0.21316, 0.30032, 0, 0.045, 0.20413, 0, 0, 0.056, 0, 0.0725, 0.07627, 0, 0.081, 0.065, 0.06721, 0.06534, 0.017849999999999998, 0.09373, 0, 0.2464, 0.08211, 0.28671, 0.21759, 0.17500000000000002, 0, 0.0525, 0.1485, 0.005, 0, 0.38869, 0.23268, 0.02, 0.01142, 0.26251, 0, 0, 0.5107, 0, 0.17371999999999999, 0.134, 0.117, 0, 0, 0.03997, 0, 0.15481999999999999, 0.265, 0.0995, 0.053219999999999996, 0.1045, 0.181, 0, 0.025, 0, 0, 0, 0, 0.082, 0.04305, 0.06906, 0.020999999999999998, 0.13462, 0, 0.14913, 0.1045, 0.10763, 0.0465, 0.02284, 0.19867, 0.0785, 0, 0.02463, 0, 0.13942, 0.35953999999999997, 0.006999999999999999, 0.0075, 0.25, 0, 0.41465, 0.01, 0.23002999999999998, 0, 0, 0.28478, 0, 0.05, 0.115, 0.00571, 0.045, 0.01713, 0.171, 0.044, 0.01142, 0.20375000000000001, 0.41516, 0, 0.46297]"
fraud,SC,PCA,0.18,0.22,0.028,"[0.19386, 0.1538, 0.15463, 0.23479, 0.20538, 0.1774, 0.1622, 0.16901, 0.20229, 0.14406, 0.16773, 0.1946, 0.18327, 0.14343, 0.20133, 0.18404, 0.21532, 0.17952, 0.1723, 0.22085, 0.18453, 0.15287, 0.17813, 0.13655, 0.14605, 0.13513, 0.15414, 0.23421, 0.19753, 0.21946, 0.18217, 0.2189, 0.16474, 0.14525, 0.15738, 0.16063, 0.17321, 0.17365, 0.22109, 0.20329, 0.21792, 0.12667, 0.18107, 0.1802, 0.15794, 0.1906, 0.24034, 0.23091, 0.16465, 0.15789, 0.16743, 0.188, 0.21951, 0.16496, 0.21489, 0.14693, 0.21964, 0.22177, 0.16072, 0.21045, 0.19089, 0.16106, 0.20766, 0.16182, 0.14533, 0.13854, 0.16431, 0.19673, 0.19968, 0.19528, 0.13627, 0.13048, 0.1762, 0.14928, 0.17355, 0.14187, 0.16592, 0.13807, 0.15033, 0.15063000000000001, 0.20768, 0.20506, 0.21302, 0.15805, 0.222, 0.19146, 0.21489, 0.18603, 0.17599, 0.17814, 0.16123, 0.1688, 0.13451, 0.21185, 0.16788, 0.19278, 0.23327, 0.16852, 0.17602, 0.19788]"
fraud,SC,IForest,0.178,0.218,0.03,"[0.19426, 0.18298, 0.10131, 0.20738, 0.16965, 0.22135, 0.13558, 0.16061, 0.20903, 0.1577, 0.13875, 0.14877, 0.18013, 0.20388, 0.14152, 0.19458, 0.22302, 0.1859, 0.17673, 0.17041, 0.19967000000000001, 0.13876, 0.19047, 0.13049, 0.13895, 0.20769, 0.14079, 0.17562, 0.18369, 0.24366000000000002, 0.19536, 0.23384, 0.16097, 0.17351, 0.15538, 0.17478, 0.12404, 0.21966, 0.16204, 0.19323, 0.21512, 0.13652, 0.19321, 0.18938, 0.13247, 0.24724, 0.16186999999999999, 0.24442, 0.15639, 0.16674, 0.16511, 0.207, 0.21549000000000001, 0.1729, 0.21685, 0.21817, 0.17396, 0.21327000000000002, 0.16687, 0.20858, 0.22151, 0.19091, 0.15342, 0.18604, 0.15142, 0.19301, 0.20794, 0.11964, 0.21154, 0.14438, 0.15737, 0.14172, 0.16734, 0.15756, 0.1589, 0.15281, 0.16907, 0.15634, 0.1497, 0.13574, 0.18031, 0.18607, 0.19768, 0.16604, 0.22835, 0.19685, 0.19963, 0.17384, 0.19371, 0.18298, 0.15932, 0.17475, 0.14085, 0.18199, 0.19901, 0.15533, 0.23263999999999999, 0.16832, 0.19047, 0.14353]"
fraud,SC,PCA,0.18,0.22,0.028,"[0.19386, 0.1538, 0.15463, 0.23479, 0.20538, 0.1622, 0.14406, 0.1774, 0.20229, 0.16901, 0.1946, 0.16773, 0.18327, 0.14343, 0.20133, 0.18404, 0.22085, 0.21532, 0.17952, 0.1723, 0.18453, 0.15287, 0.17813, 0.13655, 0.13513, 0.14605, 0.23421, 0.15414, 0.19753, 0.21946, 0.18217, 0.2189, 0.14525, 0.16474, 0.15738, 0.16063, 0.17321, 0.17365, 0.22109, 0.20329, 0.21792, 0.12667, 0.1802, 0.18107, 0.15794, 0.1906, 0.24034, 0.23091, 0.15789, 0.16465, 0.16743, 0.188, 0.21951, 0.21489, 0.16496, 0.21964, 0.14693, 0.16072, 0.21045, 0.22177, 0.20766, 0.19089, 0.16106, 0.16182, 0.14533, 0.19673, 0.19968, 0.13854, 0.16431, 0.19528, 0.1762, 0.13627, 0.13048, 0.14928, 0.17355, 0.14187, 0.16592, 0.15033, 0.13807, 0.15063000000000001, 0.20768, 0.20506, 0.21302, 0.15805, 0.222, 0.19146, 0.21489, 0.18603, 0.17814, 0.17599, 0.16123, 0.1688, 0.13451, 0.21185, 0.16788, 0.19278, 0.23327, 0.19788, 0.16852, 0.17602]"
fraud,CV,IForest,0.178,0.221,0.039,"[0.13617, 0.17561, 0.18832, 0.13267, 0.15188, 0.18834, 0.11546, 0.22503, 0.20837, 0.15973, 0.21422, 0.17582, 0.15313, 0.18511, 0.17835, 0.21029, 0.17408, 0.15791, 0.1242, 0.15868, 0.15212, 0.20534, 0.20579, 0.15189, 0.17675, 0.2189, 0.15188, 0.14997, 0.20585, 0.2002, 0.16488, 0.19339, 0.20829999999999999, 0.11998, 0.16017, 0.20468, 0.14341, 0.15996, 0.15245, 0.1503, 0.25513, 0.12683, 0.22236, 0.10845, 0.17147, 0.1839, 0.26519, 0.11989, 0.1638, 0.16536, 0.1564, 0.2047, 0.20169, 0.09867, 0.20052999999999999, 0.28464, 0.14102, 0.11855, 0.19934, 0.11136, 0.14089, 0.19829, 0.13638, 0.20657, 0.16196, 0.169, 0.12894, 0.25913, 0.17596, 0.16888, 0.17833, 0.16877999999999999, 0.19145, 0.17629, 0.22035, 0.15252, 0.16814, 0.1981, 0.23168, 0.13087000000000001, 0.19173, 0.14324, 0.21722, 0.17826, 0.1548, 0.1979, 0.14999, 0.16819, 0.30258, 0.20225, 0.12998, 0.24881, 0.253, 0.17053000000000001, 0.21584, 0.18855, 0.17953, 0.17327, 0.1515, 0.20504]"
fraud,CV,PCA,0.181,0.188,0.006,"[0.17337, 0.18462, 0.18715, 0.18259, 0.18232, 0.18336, 0.16471, 0.18424, 0.17954, 0.17616, 0.18498, 0.18106, 0.18716, 0.18209, 0.18026, 0.17076, 0.17626, 0.18212, 0.17862, 0.18746, 0.18838, 0.19534, 0.1682, 0.17717, 0.17901, 0.17648, 0.17636, 0.18217, 0.18402, 0.17627, 0.18456, 0.17799, 0.17682, 0.18931, 0.17544, 0.17453, 0.18257, 0.17888, 0.18417, 0.1767, 0.19988, 0.18142, 0.18105, 0.17611, 0.17614, 0.18379, 0.17877, 0.18271, 0.1766, 0.18414, 0.17679, 0.18301, 0.19022, 0.19366, 0.18358, 0.1803, 0.18353, 0.17563, 0.1816, 0.18063, 0.1762, 0.18682, 0.18126, 0.19015, 0.18376, 0.18044, 0.19376, 0.19104000000000002, 0.1858, 0.18454, 0.18272, 0.17422, 0.18353, 0.17056, 0.18198, 0.17079, 0.18115, 0.17815, 0.18407, 0.17606, 0.18609, 0.16883, 0.17627, 0.18534, 0.18744, 0.18643, 0.18613, 0.181, 0.17999, 0.17676, 0.19138, 0.18725, 0.18112, 0.17924, 0.19159, 0.18272, 0.17137, 0.18381, 0.17733, 0.18107]"
fraud,CV+,IForest,0.173,0.182,0.007,"[0.16149, 0.17973, 0.16043, 0.17889, 0.16663, 0.17644, 0.16653, 0.17250000000000001, 0.17757, 0.17118, 0.17481, 0.17354, 0.17475, 0.17592, 0.17975, 0.1627, 0.16261, 0.17429, 0.16716, 0.18322, 0.18084, 0.18591, 0.16326, 0.15812, 0.17606, 0.176, 0.16925, 0.17086, 0.16458, 0.16623, 0.17564, 0.16987, 0.17488, 0.17974, 0.16848, 0.17211, 0.16569, 0.1744, 0.16694, 0.1656, 0.19449, 0.18567, 0.16974, 0.17147, 0.1691, 0.17723, 0.17478, 0.17458, 0.17528, 0.17449, 0.16748, 0.18079, 0.18611, 0.18326, 0.16857, 0.16688, 0.17416, 0.1769, 0.1741, 0.17693, 0.16917, 0.17441, 0.16793, 0.18402, 0.16976, 0.18216, 0.17315, 0.181, 0.17082, 0.18917, 0.17002, 0.16137, 0.16636, 0.17679, 0.17439, 0.16576, 0.17495, 0.16529, 0.17375, 0.1705, 0.18214, 0.16492, 0.17201, 0.17587, 0.17672, 0.17781, 0.18311, 0.17147, 0.17131, 0.17045, 0.17804999999999999, 0.17524, 0.18014, 0.17633000000000001, 0.18521, 0.17462, 0.16992, 0.17236, 0.1656, 0.17461]"
fraud,CV+,PCA,0.18,0.188,0.006,"[0.17377, 0.16382, 0.1759, 0.16808, 0.18449, 0.18372, 0.18451, 0.18192, 0.18305, 0.18163, 0.17951, 0.18483, 0.18214, 0.17543, 0.18169, 0.18748, 0.16986, 0.17675, 0.17658, 0.18664, 0.19179, 0.1786, 0.17205, 0.17554, 0.18836, 0.16738, 0.1797, 0.18363, 0.17583, 0.1731, 0.17725, 0.1846, 0.18402, 0.17618, 0.18499, 0.17537, 0.17374, 0.17377, 0.17830000000000001, 0.17462, 0.17825, 0.17881, 0.19887, 0.17468, 0.18055, 0.1843, 0.18349, 0.17517, 0.18263000000000001, 0.17629, 0.17679, 0.18288, 0.19285, 0.18353, 0.18143, 0.18025, 0.18945, 0.18316, 0.1756, 0.18046, 0.19151, 0.1799, 0.18103, 0.17611, 0.18394, 0.18568, 0.1799, 0.18353, 0.18883, 0.18939, 0.18175, 0.16866, 0.17073, 0.18317, 0.17425, 0.18031, 0.18101, 0.1758, 0.18206, 0.17387, 0.1861, 0.18176, 0.17559, 0.16875, 0.18067, 0.18557, 0.18574, 0.18488, 0.17984, 0.17426, 0.18641, 0.188, 0.17751, 0.17797, 0.19121, 0.16963, 0.18103, 0.18016, 0.17651, 0.17909]"
fraud,SC,IForest,0.178,0.218,0.03,"[0.22135, 0.20738, 0.16965, 0.20903, 0.1577, 0.10131, 0.16061, 0.18298, 0.19426, 0.13558, 0.14877, 0.18013, 0.13875, 0.20388, 0.14152, 0.19458, 0.22302, 0.17041, 0.1859, 0.17673, 0.19967000000000001, 0.13876, 0.19047, 0.13049, 0.13895, 0.14079, 0.24366000000000002, 0.18369, 0.17562, 0.20769, 0.19536, 0.23384, 0.16097, 0.17351, 0.12404, 0.17478, 0.15538, 0.21966, 0.19323, 0.16204, 0.21512, 0.13652, 0.19321, 0.18938, 0.16186999999999999, 0.13247, 0.24724, 0.16674, 0.15639, 0.24442, 0.16511, 0.207, 0.21549000000000001, 0.21817, 0.21327000000000002, 0.17396, 0.20858, 0.16687, 0.1729, 0.21685, 0.22151, 0.19091, 0.15342, 0.15142, 0.18604, 0.19301, 0.11964, 0.21154, 0.14438, 0.20794, 0.15737, 0.14172, 0.16734, 0.15756, 0.1589, 0.15634, 0.15281, 0.16907, 0.1497, 0.13574, 0.18031, 0.18607, 0.19768, 0.22835, 0.16604, 0.19685, 0.19963, 0.17384, 0.19371, 0.18298, 0.15932, 0.17475, 0.14085, 0.19901, 0.18199, 0.15533, 0.16832, 0.23263999999999999, 0.14353, 0.19047]"
fraud,SC,IForest,0.178,0.218,0.03,"[0.19426, 0.18298, 0.10131, 0.20738, 0.22135, 0.13558, 0.16965, 0.16061, 0.20903, 0.1577, 0.18013, 0.14877, 0.20388, 0.14152, 0.13875, 0.19458, 0.17673, 0.1859, 0.17041, 0.22302, 0.13876, 0.19047, 0.19967000000000001, 0.13049, 0.24366000000000002, 0.13895, 0.17562, 0.14079, 0.18369, 0.20769, 0.19536, 0.23384, 0.16097, 0.17351, 0.12404, 0.17478, 0.15538, 0.16204, 0.21966, 0.19323, 0.21512, 0.13652, 0.19321, 0.18938, 0.13247, 0.16186999999999999, 0.24724, 0.24442, 0.16674, 0.15639, 0.16511, 0.207, 0.21549000000000001, 0.21817, 0.17396, 0.16687, 0.21327000000000002, 0.1729, 0.20858, 0.21685, 0.22151, 0.19091, 0.15342, 0.18604, 0.15142, 0.19301, 0.20794, 0.11964, 0.14438, 0.21154, 0.15737, 0.16734, 0.14172, 0.15756, 0.15281, 0.15634, 0.16907, 0.1589, 0.1497, 0.13574, 0.18031, 0.18607, 0.16604, 0.19768, 0.22835, 0.17384, 0.19963, 0.19685, 0.19371, 0.18298, 0.15932, 0.17475, 0.14085, 0.19901, 0.18199, 0.15533, 0.23263999999999999, 0.16832, 0.19047, 0.14353]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.18268, 0.07861, 0.14211, 0.01519, 0.09584, 0.10046000000000001, 0.10204, 0.15564, 0.05959, 0.13908, 0.10778, 0.21475, 0.11897, 0.10506, 0.09468, 0.13637, 0.11334999999999999, 0.15469, 0.13057, 0.10461, 0.10355, 0.06470000000000001, 0.23677, 0.07066, 0.04618, 0.10727, 0.13766, 0.1423, 0.04081, 0.13297, 0.10676, 0.17268, 0.21147, 0.1897, 0.12161, 0.13263, 0.05191, 0.17773, 0.13114, 0.0304, 0.11082, 0.08098, 0.15859, 0.22053, 0.14127, 0.09682, 0.17429, 0.0672, 0.08207, 0.21675, 0.14751, 0.01068, 0.21201, 0.20263, 0.16754, 0.13299, 0.10085, 0.12501, 0.040100000000000004, 0.23634, 0.09863, 0.08933, 0.07481, 0.12312, 0.1139, 0.10706, 0.10031, 0.11735, 0.1392, 0.06863, 0.09479, 0.05126, 0.08389, 0.18739, 0.18591, 0.2111, 0.16938, 0.1093, 0.12267, 0.15566, 0.04843, 0.20193, 0.09186, 0.05095, 0.10246, 0.1905, 0.208, 0.21148, 0.13147, 0.06875, 0.17668, 0.14866000000000001, 0.22291, 0.05607, 0.08352, 0.16932, 0.10028, 0.13849, 0.18917, 0.15998]"
mammography,CV+,PCA,0.172,0.231,0.042,"[0.20383, 0.17175, 0.17836, 0.20327, 0.14415, 0.17842, 0.14292, 0.23545, 0.14296, 0.10705, 0.19324, 0.16019, 0.22613, 0.20077, 0.14771, 0.17516, 0.14953, 0.21153, 0.1789, 0.15234, 0.10356, 0.14373, 0.15626, 0.28141, 0.14973, 0.21307, 0.18245, 0.23139, 0.14574, 0.21928, 0.23811, 0.19856, 0.23135, 0.13373, 0.15092, 0.17291, 0.21993000000000001, 0.1772, 0.15811, 0.10868, 0.13347, 0.12556, 0.20642, 0.20339, 0.20796, 0.16206, 0.25045, 0.1477, 0.23806, 0.19529, 0.17957, 0.18602, 0.14716, 0.20465, 0.17264, 0.18518, 0.17012, 0.12375, 0.24917, 0.17645, 0.15252, 0.046239999999999996, 0.25238, 0.14426, 0.13445000000000001, 0.19327, 0.1357, 0.10155, 0.10889, 0.0952, 0.13926, 0.21346, 0.20521, 0.22871, 0.15667, 0.24952, 0.12355000000000001, 0.13905, 0.14384, 0.11122, 0.14951, 0.14871, 0.12122, 0.17662, 0.15541, 0.20704, 0.1376, 0.14099, 0.1889, 0.12784, 0.2206, 0.12261, 0.16283, 0.21703, 0.24017, 0.16885, 0.13539, 0.12985, 0.17682, 0.19105]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.15564, 0.07861, 0.01519, 0.14211, 0.10046000000000001, 0.13908, 0.05959, 0.18268, 0.09584, 0.10204, 0.21475, 0.10778, 0.11897, 0.09468, 0.15469, 0.13057, 0.10506, 0.13637, 0.10461, 0.11334999999999999, 0.06470000000000001, 0.04618, 0.10355, 0.07066, 0.13297, 0.23677, 0.1423, 0.13766, 0.10727, 0.04081, 0.17268, 0.10676, 0.12161, 0.21147, 0.05191, 0.17773, 0.1897, 0.0304, 0.13114, 0.13263, 0.11082, 0.08098, 0.14127, 0.22053, 0.15859, 0.09682, 0.08207, 0.0672, 0.17429, 0.21675, 0.14751, 0.01068, 0.21201, 0.20263, 0.10085, 0.12501, 0.16754, 0.13299, 0.23634, 0.040100000000000004, 0.1139, 0.10031, 0.09863, 0.07481, 0.12312, 0.11735, 0.10706, 0.08933, 0.1392, 0.06863, 0.08389, 0.05126, 0.09479, 0.18591, 0.18739, 0.2111, 0.16938, 0.15566, 0.1093, 0.12267, 0.04843, 0.1905, 0.09186, 0.10246, 0.20193, 0.05095, 0.21148, 0.208, 0.13147, 0.06875, 0.17668, 0.14866000000000001, 0.22291, 0.16932, 0.10028, 0.13849, 0.08352, 0.05607, 0.18917, 0.15998]"
mammography,CV+,PCA,0.172,0.231,0.042,"[0.17175, 0.14415, 0.20383, 0.20327, 0.17836, 0.14292, 0.17842, 0.14296, 0.23545, 0.10705, 0.19324, 0.22613, 0.16019, 0.20077, 0.14771, 0.17516, 0.14953, 0.21153, 0.1789, 0.15234, 0.15626, 0.14973, 0.10356, 0.14373, 0.28141, 0.21307, 0.18245, 0.21928, 0.23139, 0.14574, 0.23811, 0.19856, 0.23135, 0.13373, 0.21993000000000001, 0.17291, 0.15092, 0.1772, 0.10868, 0.15811, 0.13347, 0.12556, 0.20339, 0.20642, 0.16206, 0.20796, 0.25045, 0.1477, 0.19529, 0.23806, 0.17957, 0.14716, 0.18602, 0.18518, 0.17264, 0.20465, 0.17012, 0.12375, 0.24917, 0.17645, 0.15252, 0.25238, 0.046239999999999996, 0.13445000000000001, 0.19327, 0.14426, 0.1357, 0.10155, 0.10889, 0.0952, 0.13926, 0.21346, 0.22871, 0.20521, 0.15667, 0.24952, 0.13905, 0.12355000000000001, 0.14384, 0.11122, 0.14951, 0.12122, 0.14871, 0.17662, 0.15541, 0.1376, 0.20704, 0.14099, 0.1889, 0.12784, 0.12261, 0.2206, 0.13539, 0.16283, 0.24017, 0.21703, 0.17682, 0.12985, 0.16885, 0.19105]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.09584, 0.10204, 0.18268, 0.14211, 0.01519, 0.05959, 0.10046000000000001, 0.15564, 0.13908, 0.07861, 0.10778, 0.09468, 0.11897, 0.21475, 0.10506, 0.13057, 0.13637, 0.10461, 0.11334999999999999, 0.15469, 0.10355, 0.06470000000000001, 0.04618, 0.13297, 0.1423, 0.07066, 0.13766, 0.10727, 0.23677, 0.04081, 0.17268, 0.12161, 0.21147, 0.10676, 0.1897, 0.05191, 0.13114, 0.17773, 0.13263, 0.0304, 0.11082, 0.14127, 0.22053, 0.15859, 0.17429, 0.09682, 0.08098, 0.21675, 0.08207, 0.0672, 0.14751, 0.21201, 0.01068, 0.16754, 0.20263, 0.12501, 0.13299, 0.10085, 0.23634, 0.040100000000000004, 0.1139, 0.10031, 0.12312, 0.07481, 0.09863, 0.10706, 0.08933, 0.11735, 0.1392, 0.06863, 0.05126, 0.08389, 0.09479, 0.18591, 0.18739, 0.2111, 0.1093, 0.16938, 0.12267, 0.15566, 0.04843, 0.09186, 0.10246, 0.1905, 0.05095, 0.20193, 0.21148, 0.208, 0.13147, 0.06875, 0.17668, 0.14866000000000001, 0.22291, 0.08352, 0.16932, 0.10028, 0.13849, 0.05607, 0.18917, 0.15998]"
mammography,CV+,PCA,0.172,0.231,0.042,"[0.14415, 0.14292, 0.23545, 0.20383, 0.17836, 0.17842, 0.10705, 0.20327, 0.14296, 0.17175, 0.19324, 0.14771, 0.22613, 0.16019, 0.14953, 0.20077, 0.17516, 0.15234, 0.21153, 0.1789, 0.14373, 0.15626, 0.28141, 0.10356, 0.18245, 0.14973, 0.21307, 0.14574, 0.23139, 0.21928, 0.19856, 0.23811, 0.23135, 0.17291, 0.21993000000000001, 0.15092, 0.13373, 0.1772, 0.15811, 0.10868, 0.13347, 0.20642, 0.20796, 0.20339, 0.16206, 0.12556, 0.25045, 0.1477, 0.23806, 0.19529, 0.17957, 0.17264, 0.14716, 0.18518, 0.18602, 0.20465, 0.17012, 0.12375, 0.24917, 0.17645, 0.15252, 0.25238, 0.13445000000000001, 0.046239999999999996, 0.19327, 0.14426, 0.10155, 0.10889, 0.1357, 0.0952, 0.13926, 0.22871, 0.21346, 0.20521, 0.15667, 0.24952, 0.13905, 0.12355000000000001, 0.11122, 0.14384, 0.14951, 0.12122, 0.17662, 0.14871, 0.1376, 0.15541, 0.14099, 0.20704, 0.1889, 0.12784, 0.2206, 0.12261, 0.21703, 0.13539, 0.16283, 0.24017, 0.12985, 0.17682, 0.19105, 0.16885]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.01519, 0.18268, 0.05959, 0.10204, 0.07861, 0.10046000000000001, 0.09584, 0.13908, 0.14211, 0.15564, 0.10778, 0.21475, 0.11897, 0.10506, 0.10461, 0.09468, 0.13057, 0.11334999999999999, 0.13637, 0.15469, 0.10355, 0.04618, 0.06470000000000001, 0.13297, 0.07066, 0.1423, 0.13766, 0.04081, 0.10727, 0.23677, 0.17268, 0.21147, 0.12161, 0.10676, 0.1897, 0.17773, 0.05191, 0.13114, 0.13263, 0.0304, 0.11082, 0.14127, 0.08098, 0.15859, 0.09682, 0.22053, 0.08207, 0.17429, 0.21675, 0.0672, 0.14751, 0.21201, 0.20263, 0.01068, 0.16754, 0.12501, 0.13299, 0.23634, 0.10085, 0.040100000000000004, 0.1139, 0.10031, 0.11735, 0.07481, 0.12312, 0.09863, 0.10706, 0.08933, 0.1392, 0.06863, 0.05126, 0.08389, 0.18739, 0.09479, 0.18591, 0.1093, 0.2111, 0.16938, 0.15566, 0.12267, 0.04843, 0.09186, 0.10246, 0.1905, 0.05095, 0.20193, 0.21148, 0.208, 0.06875, 0.13147, 0.17668, 0.08352, 0.10028, 0.22291, 0.14866000000000001, 0.16932, 0.05607, 0.13849, 0.18917, 0.15998]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.01519, 0.18268, 0.13908, 0.07861, 0.14211, 0.09584, 0.10046000000000001, 0.05959, 0.15564, 0.10204, 0.10506, 0.10778, 0.09468, 0.21475, 0.13637, 0.11334999999999999, 0.11897, 0.13057, 0.15469, 0.10461, 0.04618, 0.10355, 0.06470000000000001, 0.10727, 0.13766, 0.07066, 0.1423, 0.13297, 0.23677, 0.04081, 0.17268, 0.12161, 0.21147, 0.1897, 0.05191, 0.10676, 0.17773, 0.13114, 0.13263, 0.0304, 0.11082, 0.08098, 0.15859, 0.14127, 0.0672, 0.17429, 0.09682, 0.08207, 0.22053, 0.21675, 0.14751, 0.01068, 0.21201, 0.20263, 0.16754, 0.12501, 0.23634, 0.10085, 0.13299, 0.040100000000000004, 0.09863, 0.1139, 0.07481, 0.10031, 0.11735, 0.12312, 0.1392, 0.08933, 0.10706, 0.06863, 0.05126, 0.18591, 0.08389, 0.2111, 0.09479, 0.18739, 0.16938, 0.1093, 0.15566, 0.12267, 0.04843, 0.09186, 0.1905, 0.10246, 0.05095, 0.20193, 0.13147, 0.21148, 0.208, 0.06875, 0.17668, 0.14866000000000001, 0.16932, 0.08352, 0.22291, 0.05607, 0.10028, 0.18917, 0.13849, 0.15998]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.18268, 0.09584, 0.10046000000000001, 0.14211, 0.10204, 0.01519, 0.15564, 0.05959, 0.07861, 0.13908, 0.10778, 0.09468, 0.11897, 0.10506, 0.13057, 0.13637, 0.11334999999999999, 0.15469, 0.21475, 0.10461, 0.13766, 0.04618, 0.10727, 0.10355, 0.13297, 0.04081, 0.1423, 0.06470000000000001, 0.23677, 0.07066, 0.13114, 0.17773, 0.0304, 0.21147, 0.12161, 0.1897, 0.17268, 0.05191, 0.13263, 0.10676, 0.08098, 0.11082, 0.15859, 0.14127, 0.0672, 0.22053, 0.09682, 0.17429, 0.08207, 0.21675, 0.14751, 0.01068, 0.12501, 0.16754, 0.21201, 0.20263, 0.10085, 0.13299, 0.040100000000000004, 0.23634, 0.1139, 0.10031, 0.09863, 0.07481, 0.12312, 0.10706, 0.11735, 0.1392, 0.08933, 0.06863, 0.05126, 0.08389, 0.09479, 0.18591, 0.18739, 0.2111, 0.16938, 0.1093, 0.12267, 0.15566, 0.04843, 0.09186, 0.1905, 0.10246, 0.20193, 0.05095, 0.208, 0.21148, 0.13147, 0.06875, 0.17668, 0.14866000000000001, 0.16932, 0.22291, 0.08352, 0.10028, 0.05607, 0.18917, 0.13849, 0.15998]"
